job_title,company_name,location,start_date,ctc,experience,posted,is_salary_disclosed,min_ctc,max_ctc,min_exp,max_exp,is_noisy_duplicate,is_repost_candidate,posted_days,is_remote,avg_ctc,job_title_top
Mobile App Developer,Avaari,Work from home,Starts Immediately,"₹ 2,40,000 - 6,00,000",0-1,6 days ago,True,240000,600000,0,1,False,False,6,True,420000,other
Purchasing Manager,Gobind Coach Builders,Mohali,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,2 weeks ago,True,240000,300000,0,2,False,False,14,False,270000,other
Junior Social Media Marketing Executive,Matrix Web Infotech,Udaipur,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,2 weeks ago,True,200000,210000,0,2,False,False,14,False,205000,other
Java Developer,Blackcoffer,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0,1 week ago,True,300000,500000,0,0,False,False,7,True,400000,other
Senior Business Development Associate,CATKing Educare,Mumbai,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2,2 weeks ago,True,300000,400000,0,2,False,False,14,False,350000,other
Back Office Executive,Life FinCorp Services,Vadodara,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5,2 weeks ago,True,200000,500000,0,5,False,False,14,False,350000,other
Business Development Executive,Microsystem IT Solution,Hosur,Starts Immediately,"₹ 2,40,000 - 2,64,000",1-3,3 weeks ago,True,240000,264000,1,3,False,False,21,False,252000,Business Development Executive
Junior Social Media Marketing Associate,FlytBase Labs,Pune,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-2,2 weeks ago,True,300000,600000,0,2,False,False,14,False,450000,other
Python Full Stack Developer,Blackcoffer,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0,1 week ago,True,300000,500000,0,0,False,False,7,True,400000,other
Shift Operator,CN Water Systems Private Limited,"Hyderabad, Mumbai, Visakhapatnam, Indore, Pune, Chennai",Starts Immediately,"₹ 2,00,000 - 2,66,065",0-2,1 week ago,True,200000,266065,0,2,False,False,7,False,233032,other
Site Coordinator,SetGo Kitchens & Consulting,Delhi,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 weeks ago,True,200000,250000,0,2,False,False,21,False,225000,other
Admission Counselor,Marktecons,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Business Development Associate,Meerut Abacus Academy,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,2 weeks ago,True,200000,250000,0,2,False,False,14,True,225000,Business Development Associate
Accountant,Kuberjee Tech Private Limited,Surat,Starts Immediately,"₹ 2,00,000 - 2,64,000",0-2,2 weeks ago,True,200000,264000,0,2,False,False,14,False,232000,Accountant
Business Development Executive,Next Trip,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,1 week ago,True,200000,240000,0,2,False,False,7,True,220000,Business Development Executive
Assistant Professor (Electrical Engineering),Future Skills,Hyderabad,Starts Immediately,"₹ 3,00,000",0-2,1 week ago,True,300000,300000,0,2,False,False,7,False,300000,other
Computer Operator & Back-end Operations Management Executive,A1 Advance,Work from home,Starts Immediately,"₹ 5,00,000 - 6,00,000",0-5,1 week ago,True,500000,600000,0,5,False,False,7,True,550000,other
Junior Engineer,Enphase Solar Energy,"Delhi, Noida, Mumbai, Pune, Ghaziabad",Starts Immediately,"₹ 4,00,000",0-2,6 days ago,True,400000,400000,0,2,False,False,6,False,400000,other
Accountant,NHS Institute,Work from home,Starts Immediately,"₹ 2,00,000",0-2,2 weeks ago,True,200000,200000,0,2,False,False,14,True,200000,Accountant
Financial Analyst,Finbuzz Financial Services,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,1 week ago,True,200000,250000,0,2,False,False,7,False,225000,other
Buisness Development Associate,Content-Whale,Mumbai,Starts Immediately,"₹ 3,50,000 - 4,20,000",0-2,3 weeks ago,True,350000,420000,0,2,False,False,21,False,385000,other
AVP - HR,Bonanza Portfolio Limited,"Mumbai, Navi Mumbai",Starts Immediately,"₹ 16,00,000 - 18,00,000",0-5,2 weeks ago,True,500000,800000,0,5,False,False,14,False,675000,other
Official Document Bookkeeper Executive,Suprem Service,"Udupi, Tumakuru, Hassan, Shivamogga, Bellary[R], Hosapete, Gadag, Bangalore, Chitradurga, Uttara Kannada, Davangere, Vijayapura, Kalaburagi, Koppal, Mangaluru",Starts Immediately,"₹ 4,00,000 - 7,00,000",0-1,3 days ago,True,400000,700000,0,1,False,False,3,False,550000,other
Business Development Executive,COOX,Noida,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2,2 weeks ago,True,300000,400000,0,2,False,False,14,False,350000,Business Development Executive
Business Development Executive,SND DIGITAL RETAILS LLP (StarAndDaisy),Ghaziabad,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-1,3 weeks ago,True,200000,220000,0,1,False,False,21,False,210000,Business Development Executive
Business Development Executive,"Dynamic Dreamz - Shopify, Shopify Plus, Website Design Agency",Surat,Starts Immediately,"₹ 3,60,000 - 3,60,000",1-3,3 weeks ago,True,360000,360000,1,3,False,False,21,False,360000,Business Development Executive
Assistant Growth Manager,Meesho,Bangalore,Starts Immediately,Competitive salary,2-4,1 week ago,False,,,2,4,False,False,7,False,,other
Junior Social Media Marketing Associate,Lori Health,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,2 weeks ago,True,200000,250000,0,2,False,False,14,False,225000,other
Office And Accounts Executive,Wisdom Tree,Gurgaon,Starts Immediately,"₹ 2,60,000 - 3,00,000",0-2,1 week ago,True,260000,300000,0,2,False,False,7,False,280000,other
Accountant,DCS Group,Surat,Starts Immediately,"₹ 3,00,000 - 5,00,000",1-3,3 weeks ago,True,300000,500000,1,3,False,False,21,False,400000,Accountant
Market Research Analyst,Lattice Technologies Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,4 days ago,True,200000,210000,0,2,False,False,4,False,205000,other
Senior Software Developer,91HR,Panaji,Starts Immediately,"₹ 7,00,000 - 14,00,000",7-10,3 weeks ago,True,500000,800000,7,10,False,False,21,False,675000,other
Sales & Store Management Associate,Trousseau By Sangita,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,3 weeks ago,True,200000,240000,0,2,False,False,21,False,220000,other
Developer - Windows Platform,Inventys Technologies Private Limited,Bangalore,Starts Immediately,"₹ 5,00,000 - 10,00,000",0-5,3 weeks ago,True,500000,800000,0,5,False,False,21,False,675000,other
Business Development Executive,Finlight Research India Pvt. Ltd,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 weeks ago,True,200000,300000,0,2,False,False,14,False,250000,Business Development Executive
Sales Executive,Zimson Watches,Bangalore,Starts Immediately,"₹ 2,50,000 - 5,00,000",1-3,2 days ago,True,250000,500000,1,3,False,True,2,False,375000,Sales Executive
Sales Executive,Factor Human Resources Pvt. Ltd.,Ernakulam,Starts Immediately,"₹ 2,40,000 - 3,50,000",1-3,3 weeks ago,True,240000,350000,1,3,False,False,21,False,295000,Sales Executive
Junior Graphic Designer,Malidesarc Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000",0-2,Just now,True,200000,200000,0,2,False,False,0,False,200000,other
Sales Executive,Biman Realty Solutions,Pune,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2,1 week ago,True,250000,300000,0,2,False,False,7,False,275000,Sales Executive
Graphic Designer,Prithvidhan Chopda Marketing Private Limited (PCM Private Limited),Chennai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,1 week ago,True,200000,240000,0,2,False,False,7,False,220000,Graphic Designer
Business Development Executive,UFaber Edutech,"Bangalore, Mumbai, Noida",Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2,2 weeks ago,True,240000,360000,0,2,False,False,14,False,300000,Business Development Executive
Digital Marketing Associate,Kaptune Media India Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,2 weeks ago,True,200000,240000,0,2,False,False,14,False,220000,other
Tele Sales Executive,Purple Bridge Consultancy,Zirakpur,Starts Immediately,"₹ 2,00,000 - 4,80,000",0-2,1 week ago,True,200000,480000,0,2,False,False,7,False,340000,other
Content Writer,Pure Vedic Gems Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,3 weeks ago,True,200000,240000,0,2,False,False,21,False,220000,Content Writer
Associate Full Stack Developer (MERN),Kashish Kumar,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2,3 days ago,True,200000,400000,0,2,False,False,3,True,300000,other
Admission Counselor,Dhwani Sangeet Mahavidyalaya,"Gurgaon, Delhi",Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2,3 weeks ago,True,216000,300000,0,2,False,False,21,False,258000,other
Business Development Executive,TelSpiel Communications Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2,2 weeks ago,True,200000,216000,0,2,False,False,14,False,208000,Business Development Executive
Business Development Associate,Astro Arun Pandit,"Kanpur Dehat, Noida",Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,2 weeks ago,True,200000,250000,0,2,False,False,14,False,225000,Business Development Associate
International Database Executive,EPP Composites,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,6 days ago,True,200000,240000,0,2,False,False,6,True,220000,other
Network Engineer,IBCScorp,Bangalore,Starts Immediately,"₹ 10,00,000 - 32,00,000",7-10,3 weeks ago,True,500000,800000,7,10,False,True,21,False,675000,other
Subject Matter Expert (Chemistry),Vaidik EduServices Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 weeks ago,True,200000,300000,0,2,False,False,14,True,250000,other
Office Assistant,A1 Advance,"Cuddalore, Thanjavur, Kanchipuram, Vellore, Chennai, Tambaram Sanatorium, Tiruchirappalli, Kancheepuram, Salem, Thiruvananthapuram, Madurai, Puducherry, Kanyakumari, Coimbatore",Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5,2 weeks ago,True,500000,700000,0,5,False,False,14,False,600000,other
Client Relationship Executive,Kompass India Information Private Limited,Mumbai,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5,2 weeks ago,True,300000,600000,0,5,False,False,14,False,450000,other
Field Sales Executive,RAPSYS TECHNOLOGIES PTE LTD,Kalyan,Starts Immediately,"₹ 2,16,000 - 3,60,000",1-3,3 weeks ago,True,216000,360000,1,3,False,False,21,False,288000,Field Sales Executive
PHP Developer,Tech2Globe Web Solutions LLP,Delhi,Starts Immediately,"₹ 2,00,000 - 8,00,000",4-6,2 days ago,True,200000,800000,4,6,False,False,2,False,500000,PHP Developer
Junior Social Media Marketing Manager,Mysticfolks Media,Work from home,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,3 weeks ago,True,240000,300000,0,2,False,False,21,True,270000,other
Subject Matter Expert,ACS Networks & Technologies Private Limited,Work from home,Starts Immediately,"₹ 3,00,000",0-2,2 weeks ago,True,300000,300000,0,2,False,False,14,True,300000,other
Medical Representative,Social Agni,Work from home,Starts Immediately,"₹ 2,50,000",0-2,3 weeks ago,True,250000,250000,0,2,False,False,21,True,250000,other
Mechanical Engineer,GVR TECHNOLABS PRIVATE LIMITED,Bhuj,Starts Immediately,"₹ 2,16,000 - 2,28,000",1-3,2 weeks ago,True,216000,228000,1,3,False,False,14,False,222000,other
Business Development Executive,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2,3 weeks ago,True,200000,400000,0,2,False,True,21,False,300000,Business Development Executive
Robotics Teacher,WhizJuniors,"Pimpri-Chinchwad, Pune",Starts Immediately,"₹ 3,00,000 - 3,36,000",0-2,2 weeks ago,True,300000,336000,0,2,False,False,14,False,318000,other
Business Development Executive,Marwood Infotech,Work from home,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5,2 weeks ago,True,400000,600000,0,5,False,False,14,True,500000,Business Development Executive
Associate Merchandise Designer,DEVA INTERNATIONAL EXIM PVT LTD,Kolkata,Starts Immediately,"₹ 2,00,000",0-2,4 days ago,True,200000,200000,0,2,False,False,4,False,200000,other
Business Development Executive,Supervised Learning AI solutions,Hyderabad,Starts Immediately,"₹ 3,60,000 - 3,90,000",0-2,3 weeks ago,True,360000,390000,0,2,False,False,21,False,375000,Business Development Executive
Sales Consultant,Uhomes.com,Mumbai,Starts Immediately,"₹ 4,20,000 - 8,00,000",0-5,3 weeks ago,True,420000,800000,0,5,False,False,21,False,610000,other
Associate Telecaller,Lakhan  Rajput,Pune,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,1 week ago,True,200000,250000,0,2,False,False,7,False,225000,other
Business Development Executive,Bhargava HR Solution,Thane,Starts Immediately,"₹ 2,16,000 - 2,40,000",0-1,3 weeks ago,True,216000,240000,0,1,False,False,21,False,228000,Business Development Executive
2D Animator,SSB Media,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,1 week ago,True,200000,240000,0,2,False,False,7,True,220000,other
Copywriter,Cloudare Technologies Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 6,50,000",0-5,1 week ago,True,200000,650000,0,5,False,False,7,False,425000,other
Customer Service Associate,Artfills Online Learning Private Limited,Nashik,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,Few hours ago,True,200000,210000,0,2,False,False,0,False,205000,other
PHP Developer,Unnati,Gurgaon,Starts Immediately,Competitive salary,3-5,3 weeks ago,False,,,3,5,False,False,21,False,,PHP Developer
Application Onboarding Specialist,ADDA - 3Five8 Technologies Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 weeks ago,True,200000,300000,0,2,False,False,14,False,250000,other
Digital Marketing Executive,SkillGenic Academy,Indore,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2,2 weeks ago,True,300000,360000,0,2,False,True,14,False,330000,Digital Marketing Executive
Business Development Executive,Satyukt Analytics Private Limited,Bangalore,Starts Immediately,"₹ 3,50,000 - 6,00,000",0-5,3 weeks ago,True,350000,600000,0,5,False,False,21,False,475000,Business Development Executive
Interior Designer,Antarangni Interior Private Limited,Bangalore,Starts Immediately,"₹ 2,40,000 - 4,00,000",0-2,6 days ago,True,240000,400000,0,2,False,False,6,False,320000,other
Telecaller,Braindezvous Infotech Private Limited,Noida,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2,4 days ago,True,240000,360000,0,2,False,False,4,False,300000,Telecaller
Corporate Sales Executive,Pearl Enterprise,"Mumbai, Thane",Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2,1 week ago,True,300000,400000,0,2,False,False,7,False,350000,Corporate Sales Executive
International Sales Associate,Atica Global,Pune,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5,3 weeks ago,True,400000,500000,0,5,False,False,21,False,450000,other
Customer Experience Manager,GoComet,Mumbai,Starts Immediately,"₹ 4,00,000 - 5,50,000",0-5,1 week ago,True,400000,550000,0,5,False,False,7,False,475000,other
Subject Matter Expert - Chemistry,Solvitude,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,2 weeks ago,True,200000,240000,0,2,False,False,14,True,220000,other
Associate Business Manager - New Categories,Meesho,Bangalore,Starts Immediately,Competitive salary,1-3,1 week ago,False,,,1,3,False,False,7,False,,other
Content Writer,Caresoft Systems Private Limited,Mira Bhayandar,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,2 weeks ago,True,200000,240000,0,2,False,False,14,False,220000,Content Writer
Digital Marketing Specialist,Art Attack Animation,Delhi,Starts Immediately,"₹ 2,76,000 - 3,00,000",0-2,2 weeks ago,True,276000,300000,0,2,False,False,14,False,288000,Digital Marketing Specialist
Advocate (Litigation And Intellectual Property),VGA Legal,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,3 weeks ago,True,200000,240000,0,2,False,False,21,False,220000,other
Accountant,Brigade Security Services,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2,3 weeks ago,True,200000,200001,0,2,False,False,21,False,200000,Accountant
Marketing Executive,Right Health & Pharmaceuticals,Mumbai,Starts Immediately,"₹ 3,00,000 - 8,00,000",1-5,1 day ago,True,300000,800000,1,5,False,False,1,False,550000,Marketing Executive
Digital Marketing Executive,Cielo E-Commerce Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,3 weeks ago,True,200000,240000,0,2,False,False,21,False,220000,Digital Marketing Executive
Business Development Executive,DizitalSquare,Bhubaneswar,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,Business Development Executive
Web Developer,Spack Digi,"Kompally, Secunderabad, Hyderabad",Starts Immediately,"₹ 4,20,000 - 6,00,000",0-5,2 weeks ago,True,420000,600000,0,5,False,False,14,False,510000,other
Business Development Associate,Urban Company,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,1 week ago,True,200000,250000,0,2,False,True,7,False,225000,Business Development Associate
Entrepreneur In Residence (International Markets),Slaughter & Fox,Kolkata,Starts Immediately,"₹ 7,00,000 - 10,00,000",0-5,1 week ago,True,500000,800000,0,5,False,False,7,False,675000,other
Technical Marketing Engineer,Abhaya Power Systems Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,15,000",0-2,2 weeks ago,True,200000,215000,0,2,False,False,14,False,207500,other
Sales Executive,Andd Jobs,Mumbai,Starts Immediately,Competitive salary,1-3,3 weeks ago,False,,,1,3,False,False,21,False,,Sales Executive
WordPress Developer,Luxe BrandMakers Private Limited,Jaipur,Starts Immediately,"₹ 3,00,000 - 3,10,000",0-2,1 week ago,True,300000,310000,0,2,False,False,7,False,305000,other
Marketing Manager,Pride Recruitment Solutions,Ahmedabad,Starts Immediately,"₹ 10,00,000 - 12,00,000",4-6,3 weeks ago,True,500000,800000,4,6,False,False,21,False,675000,other
Social Media Executive,Tabi,Faridabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Founders Office Executive (Business),Super Assistant,Work from home,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-3,3 weeks ago,True,240000,360000,0,3,False,False,21,True,300000,other
Field Sales Executive,Piegon Media Pvt Ltd,Chandigarh,Starts Immediately,"₹ 2,40,000 - 3,00,000",1-3,1 week ago,True,240000,300000,1,3,False,True,7,False,270000,Field Sales Executive
Accountant,PUNIT FINTRADE PVT LTD,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 3,60,000",0-2,2 weeks ago,True,200000,360000,0,2,False,False,14,False,280000,Accountant
Digital Marketing Trainee,Creatiwise,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,2 weeks ago,True,200000,210000,0,2,False,False,14,False,205000,other
Technical Onboarding Assistant,Makerble,Work from home,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2,2 weeks ago,True,250000,300000,0,2,False,False,14,True,275000,other
Accountant,Adaxx Media,Noida,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,3 weeks ago,True,200000,240000,0,2,False,False,21,False,220000,Accountant
Data Scientist,Buddha Education Association Incorporation,Work from home,Starts Immediately,"₹ 6,00,000 - 8,50,000",0-5,1 week ago,True,500000,800000,0,5,False,False,7,True,675000,other
Sales Executive,Stay Vista Private Limited,Mumbai,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,6 days ago,True,240000,300000,0,2,False,False,6,False,270000,Sales Executive
Telecaller,Conquest Legal Partners,Work from home,Starts Immediately,"₹ 2,00,000",0-2,3 days ago,True,200000,200000,0,2,False,False,3,True,200000,Telecaller
Business Analyst,Ideas 4 Transformation,"Bangalore, Thane",Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,2 weeks ago,True,200000,250000,0,2,False,False,14,False,225000,other
Gallery Operations Specialist (Online Art Gallery),Artflute,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,True,250000,other
Computer Operator Executive,A1 Advance,"Tambaram Sanatorium, Salem, Tiruchipalli, Trichey, Kanyakumari, Kancheepuram, Thanjavur, Tirunelveli, Chennai, Vellore, Cuddalore, Kanchipuram, Coimbatore, Madurai",Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5,2 weeks ago,True,400000,600000,0,5,False,False,14,False,500000,other
Founders Office Associate,Zylu Business Solutions Private Limited,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,60,000",0,5 days ago,True,300000,360000,0,0,False,False,5,False,330000,other
Digital Marketing Executive,Aerospace Media Group,Navi Mumbai,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2,1 week ago,True,200000,216000,0,2,False,False,7,False,208000,Digital Marketing Executive
Junior Video Editor,Trivium Public Relations,Pune,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,other
MIS Executive,Team Computers Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 3,60,000",0-2,1 week ago,True,200000,360000,0,2,False,False,7,False,280000,other
Corporate Sales Executive,The HR Mindset Corporate Service Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,Corporate Sales Executive
Corporate Sales Executive,AppVersal,"Noida, Delhi",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 weeks ago,True,200000,300000,0,2,False,False,14,False,250000,Corporate Sales Executive
Paid Media Executive - Remote,IIDE Education Private Limited,Work from home,Starts Immediately,"₹ 5,00,000 - 6,00,000",1-4,Few hours ago,True,500000,600000,1,4,False,False,0,True,550000,other
Sales Officer,Udaan,Surat,Starts Immediately,Competitive salary,1-3,1 week ago,False,,,1,3,False,False,7,False,,other
Jewellery Pasting,Photo Jewels,Palampur,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Human Resources (HR) Executive,The Entertainment Factory,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,2 weeks ago,True,200000,240000,0,2,False,False,14,False,220000,Human Resources (HR) Executive
Electrical Engineer,Strategi Automation Solutions Private Limited,Mysuru,Starts Immediately,Competitive salary,0-1,3 weeks ago,False,,,0,1,False,False,21,False,,other
Trainee Site Engineer,Shonan Engineering Works Private Limited,Karad,Starts Immediately,"₹ 2,00,000",0-2,3 weeks ago,True,200000,200000,0,2,False,False,21,False,200000,other
Customer Service Specialist,Letswork,Bangalore,Starts Immediately,"₹ 2,16,000 - 3,36,000",0-1,3 weeks ago,True,216000,336000,0,1,False,False,21,False,276000,other
Junior Graphic Designer,QI Spine Clinic,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,1 week ago,True,200000,240000,0,2,False,False,7,False,220000,other
Corporate Sales Associate,United Global DMC,Greater Noida,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2,3 weeks ago,True,200000,400000,0,2,False,False,21,False,300000,other
Marketing Executive,Global Buildtech Private Limited,Delhi,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2,6 days ago,True,300000,350000,0,2,False,False,6,False,325000,Marketing Executive
Business Development Executive,Echoinnovate IT,Ahmedabad,Starts Immediately,"₹ 4,80,000 - 4,80,000",1-3,3 weeks ago,True,480000,480000,1,3,False,False,21,False,480000,Business Development Executive
Data Entry Executive,A1 Advance,"Varanasi, Noida, Gonda, Kanpur Dehat, Agra, Aligarh, Bareilly, Ghaziabad, Jhansi, Lucknow, Meerut, Moradabad, Muzaffarnagar, Hapur, Banda",Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5,1 week ago,True,300000,500000,0,5,False,False,7,False,400000,Data Entry Executive
Corporate Sales Executive,Red Cube Digital Media Private Limited,Delhi,Starts Immediately,"₹ 5,00,000",2,5 days ago,True,500000,500000,2,2,False,False,5,False,500000,Corporate Sales Executive
Telecaller,Imarticus Learning Private Limited,Coimbatore,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2,2 weeks ago,True,200000,350000,0,2,False,False,14,False,275000,Telecaller
Machine Learning,Qriocity Ventures Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-1,3 days ago,True,200000,400000,0,1,False,False,3,True,300000,other
Customer Sales Representative - Loan Sales,PaisaOnDemand,Jaipur,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5,1 week ago,True,300000,500000,0,5,False,False,7,False,400000,other
Java Developer,Vs Placement Services,Mumbai,Starts Immediately,"₹ 7,00,000 - 15,00,000",4-6,2 days ago,True,500000,800000,4,6,False,False,2,False,675000,other
Corporate Sales Executive,Bajaj Allianz Life Insurance Company,Kolkata,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,Today,True,200000,300000,0,2,False,False,0,False,250000,Corporate Sales Executive
Business Development Executive (sales),UrbanPro,Work from home,Starts Immediately,"₹ 3,00,000",0-2,2 weeks ago,True,300000,300000,0,2,False,False,14,True,300000,other
Digital Marketing Executive,ACV Tourism,Noida,Starts Immediately,"₹ 2,00,000 - 2,15,000",0-2,3 weeks ago,True,200000,215000,0,2,False,False,21,False,207500,Digital Marketing Executive
Web Developer,Shubh International,"Mumbai, Bangalore, Pune",Starts Immediately,"₹ 7,00,000 - 8,00,000",1-5,1 week ago,True,500000,800000,1,5,False,False,7,False,675000,other
Medical Recruitment Planner,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2,1 week ago,True,200000,400000,0,2,False,False,7,False,300000,other
Business Development Manager,Transcendental Lifescience Pvt. Ltd,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,Business Development Manager
ASP.NET Developer,CN Solutions,Hyderabad,Starts Immediately,"₹ 8,00,000 - 14,00,000",4-6,1 day ago,True,500000,800000,4,6,False,False,1,False,675000,other
Field Marketing,DAC's Incorporation,Bangalore,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2,2 weeks ago,True,240000,360000,0,2,False,False,14,False,300000,other
Sales Executive/Sales Representative,A1 Advance,Work from home,Starts Immediately,"₹ 7,00,000 - 8,00,000",0-5,1 week ago,True,500000,800000,0,5,False,False,7,True,675000,other
Sales Associate,Unicorn Vision,Pune,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,6 days ago,True,200000,250000,0,2,False,False,6,False,225000,other
Associate Accountant- UK Accounting,FATPOS HUB,Mumbai,Starts Immediately,"₹ 2,40,000 - 4,80,000",0-2,1 week ago,True,240000,480000,0,2,False,False,7,False,360000,other
Client Acquisition Executive,IJRDO Journal,Panchkula,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-3,5 days ago,True,200000,300000,0,3,False,True,5,False,250000,other
Human Resources (HR) Executive,AKK Corporation,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,2 weeks ago,True,200000,240000,0,2,False,False,14,False,220000,Human Resources (HR) Executive
Junior Social Media Marketing Associate,Rug Weave,Chennai,Starts Immediately,"₹ 2,00,000",0-2,Today,True,200000,200000,0,2,False,False,0,False,200000,other
Junior Search Engine Optimization (SEO) Executive,UTSAV (Royal Trading Company),Delhi,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2,3 weeks ago,True,250000,300000,0,2,False,False,21,False,275000,other
Digital Marketing Specialist,Cybrain Software Solutions Pvt.Ltd,Mohali,Starts Immediately,"₹ 3,60,000 - 4,80,000",4-6,3 weeks ago,True,360000,480000,4,6,False,False,21,False,420000,Digital Marketing Specialist
